title,rating,numOfRatings
Hard Rain (1998),2.903225806451613,31
Hard Target (1993),2.7,40
Harlem (1993),2.75,4
Harold and Maude (1971),3.8181818181818183,121
Harriet the Spy (1996),2.7,40
"Hate (Haine, La) (1995)",3.5,18
"Haunted World of Edward D. Wood Jr., The (1995)",3.7333333333333334,15
He Walked by Night (1948),4.0,1
Head Above Water (1996),3.0,4
Hear My Song (1991),3.25,8
Hearts and Minds (1996),3.8,5
Heat (1995),3.569506726457399,223
Heathers (1989),3.690058479532164,171
Heaven & Earth (1993),2.5555555555555554,9
Heaven's Prisoners (1996),2.5185185185185186,27
Heavenly Creatures (1994),3.6714285714285713,70
Heavy (1995),2.4,5
Heavy Metal (1981),3.26027397260274,73
Heavyweights (1994),2.1538461538461537,13
Hedd Wyn (1992),1.0,1
Heidi Fleiss: Hollywood Madam (1995) ,2.6923076923076925,13
Hellraiser: Bloodline (1996),2.0,18
Henry V (1989),4.137096774193548,124
Herbie Rides Again (1974),2.272727272727273,11
Hercules (1997),3.515151515151515,66
Here Comes Cookie (1935),2.0,1
Hideaway (1995),2.4444444444444446,9
High Noon (1952),4.1022727272727275,88
High School High (1996),2.6206896551724137,29
Higher Learning (1995),3.3333333333333335,30
Highlander (1986),3.5359477124183005,153
Highlander III: The Sorcerer (1994),2.125,16
His Girl Friday (1940),4.0,56
Hollow Reed (1996),2.3333333333333335,6
Homage (1995),1.0,1
Home Alone (1990),3.0875912408759123,137
Home Alone 3 (1997),1.894736842105263,19
Home for the Holidays (1995),3.1551724137931036,58
Homeward Bound II: Lost in San Francisco (1996),2.78125,32
Homeward Bound: The Incredible Journey (1993),3.2131147540983607,61
Hoodlum (1997),2.9315068493150687,73
Hoop Dreams (1994),4.094017094017094,117
"Horse Whisperer, The (1998)",2.7142857142857144,7
"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",4.111111111111111,9
Hostile Intentions (1994),1.0,1
Hot Shots! Part Deux (1993),2.764705882352941,68
Hotel de Love (1996),3.25,4
"Hour of the Pig, The (1993)",3.5714285714285716,14
House Arrest (1996),2.52,25
House Party 3 (1994),2.0,9
"House of Yes, The (1997)",3.0,18
"House of the Spirits, The (1993)",3.0416666666666665,24
Houseguest (1994),2.8333333333333335,24
How to Be a Player (1997),2.761904761904762,21
How to Make an American Quilt (1995),3.3380281690140845,71
"Howling, The (1981)",3.026315789473684,38
"Hudsucker Proxy, The (1994)",3.5545454545454547,110
Hugo Pool (1997),3.2857142857142856,7
"Hunchback of Notre Dame, The (1996)",3.377952755905512,127
"Hungarian Fairy Tale, A (1987)",1.0,1
"Hunt for Red October, The (1990)",3.8634361233480177,227
"Hunted, The (1995)",2.0,3
Hurricane Streets (1998),2.6666666666666665,9
Hush (1998),2.0,1
I Can't Sleep (J'ai pas sommeil) (1994),2.6666666666666665,3
I Don't Want to Talk About It (De eso no se habla) (1993),4.0,1
I Know What You Did Last Summer (1997),3.06,100
I Like It Like That (1994),2.3333333333333335,3
I Love Trouble (1994),2.5,10
I Shot Andy Warhol (1996),3.3783783783783785,37
I'll Do Anything (1994),2.6,10
I'm Not Rappaport (1996),3.0,17
"I, Worst of All (Yo, la peor de todas) (1990)",1.0,1
I.Q. (1994),3.3209876543209877,81
"Ice Storm, The (1997)",3.611111111111111,108
If Lucy Fell (1996),2.7586206896551726,29
Ill Gotten Gains (1997),2.3333333333333335,3
Immortal Beloved (1994),3.4603174603174605,63
In & Out (1997),3.3043478260869565,230
In Love and War (1996),3.4285714285714284,28
In the Army Now (1994),2.2777777777777777,18
In the Bleak Midwinter (1995),3.6875,16
In the Company of Men (1997),3.712121212121212,66
In the Line of Duty 2 (1987),2.75,4
In the Line of Fire (1993),3.7928994082840237,169
In the Mouth of Madness (1995),2.8846153846153846,26
In the Name of the Father (1993),3.911764705882353,102
In the Realm of the Senses (Ai no corrida) (1976),2.0,9
Incognito (1997),3.5,10
Independence Day (ID4) (1996),3.438228438228438,429
Indian Summer (1996),3.25,20
"Indian in the Cupboard, The (1995)",2.8205128205128207,39
Indiana Jones and the Last Crusade (1989),3.930513595166163,331
Infinity (1996),2.6666666666666665,6
"Inkwell, The (1994)",3.3333333333333335,3
"Innocent Sleep, The (1995)",2.0,2
"Innocents, The (1961)",4.25,4
"Inspector General, The (1949)",3.7222222222222223,18
Interview with the Vampire (1994),3.1824817518248176,137
Intimate Relations (1996),3.0,2
Inventing the Abbotts (1997),3.130434782608696,23
"Invitation, The (Zaproszenie) (1986)",1.0,1
"Island of Dr. Moreau, The (1996)",2.1578947368421053,57
It Could Happen to You (1994),3.652173913043478,46
It Happened One Night (1934),4.012345679012346,81
It Takes Two (1995),2.6666666666666665,3
It's My Party (1995),3.2857142857142856,21
It's a Wonderful Life (1946),4.121212121212121,231
JLG/JLG - autoportrait de décembre (1994),1.0,1
Jack (1996),3.142857142857143,70
Jack and Sarah (1995),2.142857142857143,7
"Jackal, The (1997)",3.1494252873563218,87
Jackie Brown (1997),3.642857142857143,126
Jackie Chan's First Strike (1996),3.2551724137931033,145
Jade (1995),2.2941176470588234,17
James and the Giant Peach (1996),3.126984126984127,126
Jane Eyre (1996),3.4761904761904763,63
Jason's Lyric (1994),3.0,8
Jaws (1975),3.775,280
Jaws 2 (1978),2.6666666666666665,66
Jaws 3-D (1983),1.9375,16
Jean de Florette (1986),4.109375,64
Jefferson in Paris (1995),2.0,5
Jeffrey (1995),3.5294117647058822,34
"Jerky Boys, The (1994)",2.6666666666666665,3
Jerry Maguire (1996),3.7109375,384
Jimmy Hollywood (1994),2.875,8
Jingle All the Way (1996),2.111111111111111,18
Joe's Apartment (1996),2.2444444444444445,45
Johnny 100 Pesos (1993),1.5,2
Johnny Mnemonic (1995),2.6341463414634148,41
Johns (1996),3.0,1
"Journey of August King, The (1995)",2.0,4
"Joy Luck Club, The (1993)",3.6666666666666665,3
Jude (1996),3.0,23
Judge Dredd (1995),2.8974358974358974,39
Judgment Night (1993),2.68,25
Jumanji (1995),3.3125,96
"Jungle Book, The (1994)",3.5647058823529414,85
Jungle2Jungle (1997),2.4393939393939394,132
Junior (1994),3.022222222222222,45
Jupiter's Wife (1994),4.0,1
Jurassic Park (1993),3.7203065134099615,261
"Juror, The (1996)",2.817073170731707,82
Jury Duty (1995),2.0,14
Just Cause (1995),3.142857142857143,28
Kalifornia (1993),3.2203389830508473,59
Kama Sutra: A Tale of Love (1996),3.3181818181818183,22
Kansas City (1996),2.260869565217391,23
Kaspar Hauser (1993),4.25,8
Kazaam (1996),1.8,10
Keys to Tulsa (1997),2.24,25
Kicked in the Head (1997),2.5714285714285716,7
Kicking and Screaming (1995),2.923076923076923,13
"Kid in King Arthur's Court, A (1995)",2.727272727272727,22
Kids (1995),3.061224489795918,49
Kids in the Hall: Brain Candy (1996),3.076923076923077,65
Kika (1993),2.0,2
Killer (Bulletproof Heart) (1994),2.5,4
Killer: A Journal of Murder (1995),4.0,1
"Killing Fields, The (1984)",4.132231404958677,121
Killing Zoe (1994),3.475,40
Kim (1950),3.2857142857142856,7
King of New York (1990),1.0,1
King of the Hill (1993),3.5,4
Kingpin (1996),3.1296296296296298,162
"Kiss Me, Guido (1997)",3.161290322580645,31
Kiss of Death (1995),2.85,20
Kiss the Girls (1997),3.4615384615384617,143
Kissed (1996),3.0,6
Kolya (1996),3.9914529914529915,117
Koyaanisqatsi (1983),3.490566037735849,53
Kull the Conqueror (1997),2.63768115942029,69
Kundun (1997),3.6904761904761907,42
L.A. Confidential (1997),4.161616161616162,297
Lady of Burlesque (1943),4.0,1
Ladybird Ladybird (1994),2.75,4
Lamerica (1994),3.75,4
Land Before Time III: The Time of the Great Giving (1995) (V),1.6666666666666667,6
Land and Freedom (Tierra y libertad) (1995),3.0,1
Larger Than Life (1996),2.3333333333333335,9
Lashou shentan (1992),1.0,1
Lassie (1994),2.2857142857142856,7
Last Action Hero (1993),2.7457627118644066,59
Last Dance (1996),3.111111111111111,9
"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",3.0,4
Last Man Standing (1996),2.660377358490566,53
Last Summer in the Hamptons (1995),2.3333333333333335,3
"Last Supper, The (1995)",3.4482758620689653,58
"Last Time I Committed Suicide, The (1997)",2.2857142857142856,7
"Last Time I Saw Paris, The (1954)",3.6666666666666665,3
"Last of the Mohicans, The (1992)",3.546875,128
Late Bloomers (1996),3.4,5
Laura (1944),4.1,40
Lawnmower Man 2: Beyond Cyberspace (1996),1.7142857142857142,21
"Lawnmower Man, The (1992)",2.4461538461538463,65
Lawrence of Arabia (1962),4.23121387283237,173
"Lay of the Land, The (1997)",2.5,4
"Leading Man, The (1996)",3.75,4
Leave It to Beaver (1997),1.8409090909090908,44
Leaving Las Vegas (1995),3.697986577181208,298
Legal Deceit (1997),3.4,5
Legends of the Fall (1994),3.45679012345679,81
"Leopard Son, The (1996)",1.0,1
"Letter From Death Row, A (1998)",4.333333333333333,3
Liar Liar (1997),3.156701030927835,485
Liebelei (1933),1.0,1
"Life Less Ordinary, A (1997)",3.0754716981132075,53
Life with Mikey (1993),2.2857142857142856,7
Lightning Jack (1994),3.0,10
Like Water For Chocolate (Como agua para chocolate) (1992),3.804054054054054,148
"Line King: Al Hirschfeld, The (1996)",3.0,2
"Lion King, The (1994)",3.7818181818181817,220
Little Big League (1994),2.875,16
Little Buddha (1993),3.3181818181818183,22
Little City (1998),3.5,2
Little Lord Fauntleroy (1936),3.1666666666666665,12
Little Odessa (1994),2.6,10
"Little Princess, A (1995)",3.658536585365854,41
"Little Princess, The (1939)",3.5555555555555554,9
"Little Rascals, The (1994)",2.7222222222222223,18
Little Women (1994),3.676470588235294,102
Live Nude Girls (1995),3.0869565217391304,23
Living in Oblivion (1995),3.740740740740741,27
Loaded (1994),2.4,5
Local Hero (1983),3.9682539682539684,63
Loch Ness (1995),2.5,4
"Locusts, The (1997)",2.0,5
Lone Star (1996),4.053475935828877,187
"Long Kiss Goodnight, The (1996)",3.4702702702702704,185
Looking for Richard (1996),3.727272727272727,55
Lord of Illusions (1995),2.4166666666666665,24
Losing Chase (1996),3.25,8
Losing Isaiah (1995),3.0,12
Lost Highway (1997),3.136,125
Lost Horizon (1937),3.9411764705882355,34
"Lost World: Jurassic Park, The (1997)",2.9430379746835444,158
Lost in Space (1998),3.1666666666666665,18
Lotto Land (1995),1.0,1
Love & Human Remains (1993),3.1666666666666665,12
Love Affair (1994),2.8333333333333335,12
"Love Bug, The (1969)",2.78,50
Love Is All There Is (1996),3.0,1
Love Jones (1997),3.0952380952380953,42
Love Serenade (1996),3.0,4
Love and Death on Long Island (1997),2.5,2
Love and Other Catastrophes (1996),2.857142857142857,7
Love and a .45 (1994),3.125,8
Love in the Afternoon (1957),3.9,10
Love! Valour! Compassion! (1997),3.6153846153846154,26
Lover's Knot (1996),2.0,3
"Low Down Dirty Shame, A (1994)",2.5,10
"Low Life, The (1994)",1.0,1
M (1931),4.0,44
M*A*S*H (1970),3.912621359223301,206
M. Butterfly (1993),3.2222222222222223,18
MURDER and murder (1996),2.0,1
Ma vie en rose (My Life in Pink) (1997),3.45,20
"Machine, The (1994)",1.5,2
Mad City (1997),3.25531914893617,47
Mad Dog Time (1996),3.0,1
Mad Love (1995),2.1538461538461537,13
Madame Butterfly (1995),3.5714285714285716,7
Made in America (1993),2.5185185185185186,27
"Madness of King George, The (1994)",3.769230769230769,91
Madonna: Truth or Dare (1991),2.4705882352941178,17
"Magic Hour, The (1998)",3.6,5
"Magnificent Seven, The (1954)",3.9421487603305785,121
Major Payne (1994),2.473684210526316,19
Malice (1993),3.1739130434782608,46
Mallrats (1995),3.4444444444444446,54
"Maltese Falcon, The (1941)",4.2101449275362315,138
Mamma Roma (1962),4.0,1
"Man Who Knew Too Little, The (1997)",2.923076923076923,52
"Man Who Would Be King, The (1975)",4.025,80
"Man Without a Face, The (1993)",3.5441176470588234,68
"Man from Down Under, The (1943)",1.0,1
"Man in the Iron Mask, The (1998)",3.4166666666666665,12
"Man of No Importance, A (1994)",3.4285714285714284,7
Man of the House (1995),2.111111111111111,9
Man of the Year (1995),3.111111111111111,9
"Manchurian Candidate, The (1962)",4.259541984732825,131
Manhattan (1979),3.769230769230769,91
Manhattan Murder Mystery (1993),3.6296296296296298,27
Manny & Lo (1996),3.1538461538461537,13
Manon of the Spring (Manon des sources) (1986),4.120689655172414,58
Margaret's Museum (1995),4.0,6
"Mark of Zorro, The (1940)",3.6153846153846154,13
Marked for Death (1990),2.5,22
Marlene Dietrich: Shadow and Light (1996) ,5.0,1
Mars Attacks! (1996),2.847926267281106,217
Marvin's Room (1996),3.58974358974359,78
Mary Poppins (1964),3.7247191011235956,178
Mary Reilly (1996),2.8205128205128207,39
Mary Shelley's Frankenstein (1994),3.0677966101694913,59
"Mask, The (1994)",3.193798449612403,129
Mat' i syn (1997),1.0,1
"MatchMaker, The (1997)",3.176470588235294,51
Matilda (1996),3.210526315789474,95
Maverick (1994),3.46875,128
Maximum Risk (1996),2.8,20
Maya Lin: A Strong Clear Vision (1994),4.5,4
"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",3.5,8
McHale's Navy (1997),2.1884057971014492,69
Mediterraneo (1991),3.676470588235294,34
Meet John Doe (1941),3.92,25
Meet Me in St. Louis (1944),3.3548387096774195,31
Meet Wally Sparks (1997),2.142857142857143,7
Men With Guns (1997),3.5,2
Men in Black (1997),3.745874587458746,303
Men of Means (1998),2.0,2
Menace II Society (1993),3.46,50
Mercury Rising (1998),3.4285714285714284,7
Metisse (Café au Lait) (1993),2.3333333333333335,6
Metro (1997),2.9166666666666665,36
Miami Rhapsody (1995),2.6,15
Michael (1996),3.319327731092437,119
Michael Collins (1996),3.4565217391304346,92
Microcosmos: Le peuple de l'herbe (1996),3.75,24
Midnight Dancers (Sibak) (1994),2.8,5
Midnight in the Garden of Good and Evil (1997),3.1625,80
Mighty Aphrodite (1995),3.4184782608695654,184
Mighty Morphin Power Rangers: The Movie (1995),2.272727272727273,11
"Mighty, The (1998)",1.0,3
Milk Money (1994),2.72972972972973,37
Mille bolle blu (1993),1.0,1
Miller's Crossing (1990),3.651685393258427,89
Mimic (1997),2.742574257425743,101
Mina Tannenbaum (1994),3.6666666666666665,6
Miracle on 34th Street (1994),3.722772277227723,101
Mirage (1995),3.0,1
"Mirror Has Two Faces, The (1996)",3.3636363636363638,66
Mission: Impossible (1996),3.313953488372093,344
"Misérables, Les (1995)",3.619047619047619,21
Mixed Nuts (1994),2.533333333333333,15
"Modern Affair, A (1995)",1.0,1
Moll Flanders (1996),3.5,42
Mondo (1996),3.0,3
Money Talks (1997),2.8152173913043477,92
Money Train (1995),2.511627906976744,43
"Month by the Lake, A (1995)",3.3333333333333335,9
Monty Python and the Holy Grail (1974),4.0664556962025316,316
Monty Python's Life of Brian (1979),3.7471264367816093,174
Moonlight and Valentino (1995),2.5714285714285716,7
Mortal Kombat (1995),2.877551020408163,49
Mortal Kombat: Annihilation (1997),1.9534883720930232,43
"Mostro, Il (1994)",1.0,1
Mother (1996),3.1301775147928996,169
Mother Night (1996),3.1818181818181817,22
Mouse Hunt (1997),2.477272727272727,44
Mr. Holland's Opus (1995),3.7781569965870307,293
Mr. Jones (1993),2.5,2
Mr. Magoo (1997),1.9166666666666667,12
Mr. Smith Goes to Washington (1939),4.123809523809523,105
Mr. Wonderful (1993),3.0,4
Mr. Wrong (1996),2.3043478260869565,23
"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",3.9479166666666665,96
Mrs. Dalloway (1997),3.6,15
Mrs. Doubtfire (1993),3.4114583333333335,192
Mrs. Parker and the Vicious Circle (1994),3.272727272727273,22
Mrs. Winterbourne (1996),3.0454545454545454,22
Much Ado About Nothing (1993),4.0625,176
Mulholland Falls (1996),2.8780487804878048,82
Multiplicity (1996),2.8358208955223883,134
Muppet Treasure Island (1996),2.761904761904762,84
Murder at 1600 (1997),3.0871559633027523,218
Murder in the First (1995),3.6,60
"Murder, My Sweet (1944)",3.5555555555555554,9
Muriel's Wedding (1994),3.55,100
Mute Witness (1994),2.9411764705882355,17
My Best Friend's Wedding (1997),3.36046511627907,172
My Crazy Life (Mi vida loca) (1993),3.1818181818181817,11
My Fair Lady (1964),3.816,125
My Family (1995),3.6666666666666665,21
My Favorite Season (1993),3.6666666666666665,3
My Favorite Year (1982),3.532258064516129,62
My Fellow Americans (1996),3.1627906976744184,86
My Left Foot (1989),3.8512396694214877,121
My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),2.0,2
My Life as a Dog (Mitt liv som hund) (1985),3.978494623655914,93
My Man Godfrey (1936),4.037037037037037,27
My Own Private Idaho (1991),3.6333333333333333,30
Mystery Science Theater 3000: The Movie (1996),3.4307692307692306,130
Nadja (1994),2.25,8
Naked (1993),3.24,25
Naked Gun 33 1/3: The Final Insult (1994),2.782608695652174,69
Naked in New York (1994),1.5,2
National Lampoon's Senior Trip (1995),2.4285714285714284,7
Natural Born Killers (1994),2.953125,128
Nell (1994),3.4814814814814814,81
Nelly & Monsieur Arnaud (1995),3.6666666666666665,3
Nemesis 2: Nebula (1995),2.0,1
"Neon Bible, The (1995)",1.75,4
"Net, The (1995)",3.0083333333333333,120
"NeverEnding Story III, The (1994)",2.1666666666666665,12
"New Age, The (1994)",1.0,1
New Jersey Drive (1995),3.0,2
New York Cop (1996),2.5,2
"Newton Boys, The (1998)",3.0,4
"Next Karate Kid, The (1994)",2.4444444444444446,9
"Next Step, The (1995)",3.0,1
"Niagara, Niagara (1997)",2.0,1
Nick of Time (1995),3.0454545454545454,44
Nico Icon (1995),4.0,2
Night Falls on Manhattan (1997),3.375,32
Night Flier (1997),3.7142857142857144,7
Night of the Living Dead (1968),3.421875,64
Night on Earth (1991),3.8333333333333335,36
"Nightmare Before Christmas, The (1993)",3.5874125874125875,143
"Nightmare on Elm Street, A (1984)",3.171171171171171,111
Nightwatch (1997),3.0,3
Nikita (La Femme Nikita) (1990),4.0078740157480315,127
Nil By Mouth (1997),2.0,4
Nina Takes a Lover (1994),2.8333333333333335,6
Nine Months (1995),2.9310344827586206,58
Ninotchka (1939),3.769230769230769,26
Nixon (1995),3.1222222222222222,90
No Escape (1994),2.4,5
Nobody Loves Me (Keiner liebt mich) (1994),1.0,1
Nobody's Fool (1994),3.608695652173913,46
Normal Life (1996),3.0,1
North (1994),2.7142857142857144,7
North by Northwest (1959),4.284916201117318,179
"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",3.5555555555555554,54
Nosferatu a Venezia (1986),2.3333333333333335,3
Nothing Personal (1995),2.0,1
Nothing to Lose (1994),3.2857142857142856,7
Notorious (1946),4.115384615384615,52
Now and Then (1995),3.4583333333333335,24
Nowhere (1997),2.3333333333333335,3
"Nutty Professor, The (1996)",2.914110429447853,163
Nénette et Boni (1996),3.5,6
"Object of My Affection, The (1998)",4.0,1
Of Human Bondage (1934),3.2,5
Of Love and Shadows (1994),3.1666666666666665,6
Office Killer (1997),1.0,1
"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",2.6,5
"Old Man and the Sea, The (1958)",3.34375,32
Old Yeller (1957),3.484375,64
Oliver & Company (1988),2.772727272727273,22
"Omen, The (1976)",3.388235294117647,85
On Golden Pond (1981),3.556603773584906,106
Once Upon a Time in America (1984),3.4,50
Once Upon a Time in the West (1969),3.8684210526315788,38
Once Upon a Time... When We Were Colored (1995),3.2857142857142856,28
Once Were Warriors (1994),4.064516129032258,31
One Fine Day (1996),3.232142857142857,112
One Flew Over the Cuckoo's Nest (1975),4.291666666666667,264
One Night Stand (1997),3.466666666666667,15
Only You (1994),3.1538461538461537,39
Open Season (1996),2.5,2
Operation Dumbo Drop (1995),2.5161290322580645,31
Original Gangstas (1996),2.142857142857143,7
Orlando (1993),3.6176470588235294,34
Oscar & Lucinda (1997),3.1904761904761907,21
Othello (1995),3.611111111111111,72
"Other Voices, Other Rooms (1997)",3.0,1
Out to Sea (1997),2.6842105263157894,19
Outbreak (1995),3.2403846153846154,104
"Outlaw, The (1943)",2.5,2
"Pagemaster, The (1994)",2.25,12
"Pallbearer, The (1996)",2.3181818181818183,22
Palmetto (1998),3.142857142857143,14
Palookaville (1996),2.923076923076923,13
Panther (1995),2.4,5
"Paper, The (1994)",3.225,40
Paradise Lost: The Child Murders at Robin Hood Hills (1996),4.05,20
Paradise Road (1997),3.2857142857142856,7
"Parent Trap, The (1961)",3.095890410958904,73
Paris Is Burning (1990),3.814814814814815,27
Paris Was a Woman (1995),3.0,1
"Paris, France (1993)",2.3333333333333335,3
"Paris, Texas (1984)",3.5434782608695654,46
Party Girl (1995),2.875,16
Passion Fish (1992),3.1785714285714284,28
Pather Panchali (1955),4.625,8
Paths of Glory (1957),4.212121212121212,33
Patton (1970),3.9926470588235294,136
"Peacemaker, The (1997)",3.2720588235294117,136
Penny Serenade (1941),3.0,8
"People vs. Larry Flynt, The (1996)",3.5953488372093023,215
"Perez Family, The (1995)",2.642857142857143,14
"Perfect Candidate, A (1996)",4.0,4
"Perfect World, A (1993)",3.68,50
Persuasion (1995),4.045454545454546,44
"Pest, The (1997)",1.875,8
Pete's Dragon (1977),2.7209302325581395,43
"Phantom, The (1996)",2.575,80
Phantoms (1998),2.230769230769231,13
Pharaoh's Army (1995),1.0,1
Phat Beach (1996),1.6,5
Phenomenon (1996),3.557377049180328,244
Philadelphia (1993),3.854014598540146,137
"Philadelphia Story, The (1940)",4.115384615384615,104
"Piano, The (1993)",3.6011904761904763,168
Picnic (1955),3.611111111111111,18
Picture Bride (1995),3.1,10
Picture Perfect (1997),2.962962962962963,81
Pie in the Sky (1995),2.0,4
"Pillow Book, The (1995)",3.6923076923076925,26
Pink Floyd - The Wall (1982),3.3508771929824563,114
Pinocchio (1940),3.6732673267326734,101
Platoon (1986),3.6929133858267718,127
Playing God (1997),2.627906976744186,43
Pocahontas (1995),2.5294117647058822,51
Poetic Justice (1993),2.7777777777777777,9
Poison Ivy II (1995),2.1538461538461537,13
Police Story 4: Project S (Chao ji ji hua) (1993),1.0,1
Pollyanna (1960),3.1481481481481484,27
"Pompatus of Love, The (1996)",3.0,7
Ponette (1996),3.3,10
"Portrait of a Lady, The (1996)",2.68,25
"Postino, Il (1994)",3.9672131147540983,183
"Postman, The (1997)",3.2241379310344827,58
Powder (1995),3.2083333333333335,48
Power 98 (1995),1.0,1
"Preacher's Wife, The (1996)",2.926470588235294,68
Prefontaine (1997),5.0,3
Pretty Woman (1990),3.323170731707317,164
"Price Above Rubies, A (1998)",3.3333333333333335,3
Priest (1994),4.0,40
Primal Fear (1996),3.601123595505618,178
Primary Colors (1998),3.923076923076923,13
"Princess Bride, The (1987)",4.172839506172839,324
Princess Caraboo (1994),3.1333333333333333,15
Prisoner of the Mountains (Kavkazsky Plennik) (1996),3.0,5
Private Benjamin (1980),2.955223880597015,67
Private Parts (1997),3.53,100
"Professional, The (1994)",3.704697986577181,149
"Program, The (1993)",2.838709677419355,31
"Promesse, La (1996)",3.3333333333333335,6
"Promise, The (Versprechen, Das) (1994)",1.0,1
"Prophecy II, The (1998)",2.7,20
"Prophecy, The (1995)",2.9375,32
Psycho (1960),4.100418410041841,239
Pulp Fiction (1994),4.060913705583756,394
Pump Up the Volume (1990),3.4177215189873418,79
Purple Noon (1960),3.142857142857143,7
Pushing Hands (1992),2.0,2
"Pyromaniac's Love Story, A (1995)",2.4285714285714284,7
Quartier Mozart (1992),1.0,1
"Queen Margot (Reine Margot, La) (1994)",3.5,24
"Quest, The (1996)",2.5185185185185186,27
"Quick and the Dead, The (1995)",3.2083333333333335,48
"Quiet Man, The (1952)",4.029850746268656,67
"Quiet Room, The (1996)",3.6666666666666665,3
Quiz Show (1994),3.645714285714286,175
Race the Sun (1996),2.8,5
Radioland Murders (1994),3.3333333333333335,12
Raging Bull (1980),4.120689655172414,116
Raiders of the Lost Ark (1981),4.252380952380952,420
"Rainmaker, The (1997)",3.6,145
Raise the Red Lantern (1991),4.155172413793103,58
Raising Arizona (1987),3.875,256
Ran (1985),4.1,70
Ransom (1996),3.644194756554307,267
Raw Deal (1948),2.0,1
Ready to Wear (Pret-A-Porter) (1994),1.8333333333333333,18
Real Genius (1985),3.6638655462184873,119
Reality Bites (1994),2.961038961038961,77
Rear Window (1954),4.3875598086124405,209
Rebecca (1940),3.9696969696969697,66
Rebel Without a Cause (1955),3.8555555555555556,90
Reckless (1995),2.75,8
Red Corner (1997),3.3859649122807016,57
"Red Firecracker, Green Firecracker (1994)",3.4615384615384617,13
Red Rock West (1992),3.5961538461538463,52
"Ref, The (1994)",3.0344827586206895,58
Relative Fear (1994),1.6666666666666667,3
"Relic, The (1997)",2.88,25
"Reluctant Debutante, The (1958)",3.0,1
"Remains of the Day, The (1993)",3.94,150
Renaissance Man (1994),3.0,43
"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",3.3333333333333335,3
Rent-a-Kid (1995),3.0,8
"Replacement Killers, The (1998)",3.3076923076923075,39
Reservoir Dogs (1992),3.9864864864864864,148
Restoration (1995),3.464788732394366,71
"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",3.772727272727273,44
Return of the Jedi (1983),4.007889546351085,507
"Return of the Pink Panther, The (1974)",3.5543478260869565,92
Rhyme & Reason (1997),2.2,5
"Rich Man's Wife, The (1996)",2.4,15
Richard III (1995),3.831460674157303,89
Richie Rich (1994),2.4285714285714284,21
Ridicule (1996),3.7045454545454546,44
"Right Stuff, The (1983)",3.917197452229299,157
Ripe (1996),2.0,1
Rising Sun (1993),2.9069767441860463,43
"River Wild, The (1994)",3.143835616438356,146
"Road to Wellville, The (1994)",2.2941176470588234,17
Rob Roy (1995),3.5652173913043477,92
Robert A. Heinlein's The Puppet Masters (1994),3.0,18
Robin Hood: Men in Tights (1993),2.5892857142857144,56
Robin Hood: Prince of Thieves (1991),3.2266666666666666,75
Robocop 3 (1993),1.7272727272727273,11
"Rock, The (1996)",3.693121693121693,378
Rocket Man (1997),2.4081632653061225,49
Roman Holiday (1953),4.102941176470588,68
Romeo Is Bleeding (1993),3.0,37
Romper Stomper (1992),3.0,5
Romy and Michele's High School Reunion (1997),3.061224489795918,98
"Room with a View, A (1986)",3.985074626865672,134
Roommates (1995),3.230769230769231,13
Roseanna's Grave (For Roseanna) (1997),2.8,5
Rosencrantz and Guildenstern Are Dead (1990),3.888888888888889,90
Rosewood (1997),3.6666666666666665,114
Rough Magic (1995),2.5,2
Ruby in Paradise (1993),3.130434782608696,23
Rudy (1993),3.3125,64
"Ruling Class, The (1972)",3.875,16
Rumble in the Bronx (1995),3.4482758620689653,174
"Run of the Country, The (1995)",3.25,4
S.F.W. (1994),3.0,2
Sabrina (1954),3.796875,64
Sabrina (1995),3.5,190
Safe (1995),4.0,13
Safe Passage (1994),3.0,2
"Saint of Fort Washington, The (1993)",5.0,2
"Saint, The (1997)",3.1234177215189876,316
Salut cousin! (1996),2.0,2
"Santa Clause, The (1994)",3.097560975609756,82
Santa with Muscles (1996),5.0,2
"Savage Nights (Nuits fauves, Les) (1992)",3.0,3
"Scarlet Letter, The (1926)",3.0,2
"Scarlet Letter, The (1995)",2.4,5
Schindler's List (1993),4.466442953020135,298
Schizopolis (1996),3.0,4
"Scout, The (1994)",2.6666666666666665,12
Scream (1996),3.4414225941422596,478
Scream 2 (1997),3.2169811320754715,106
Scream of Stone (Schrei aus Stein) (1991),3.0,1
Screamers (1995),2.652173913043478,46
"Search for One-eye Jimmy, The (1996)",2.6666666666666665,3
Searching for Bobby Fischer (1993),3.9057971014492754,138
"Second Jungle Book: Mowgli & Baloo, The (1997)",2.0,6
"Secret Adventures of Tom Thumb, The (1993)",2.6,5
"Secret Agent, The (1996)",3.0,6
"Secret Garden, The (1993)",3.5443037974683542,79
"Secret of Roan Inish, The (1994)",3.859154929577465,71
